"isbn","title","isbn_10","isbn_13","quantity","full_title","date_inserted","date_updated","description","authors"
"9782505084952","Yawara - Tome 1",,,1,,"2022-07-11 21:09:01.49293","2023-02-11 18:12:42.712906",,"Naoki Urasawa"
"9782379500831","Le Bateau de Thésée - Tome 10",,,1,,"2022-07-11 21:12:43.599489","2022-08-28 16:50:30.814211","De retour en 1989, Shin et son père voient arriver le fameux jour du meurtre de masse. Toute la journée, ils vont chercher où le tueur se cache et a dissimulé le poison qu'il espère verser dans le goûter des enfants. Réussissant à déjouer le plan machiavélique du serial killer, ils pensent être sortis d'affaire. Mais le tueur, furieux d'avoir vu son plan déjoué, décide de se venger. Alors qu'il a déjà enlevé la mère de Shin, enceinte de la version bébé de ce dernier, il réussit à assommer Shin et l'enferme dans une cabane avec l'intention d'y mettre le feu. Puis il repart vers le village pour poignarder le père de notre héros et éradiquer ainsi toute la famille.","Toshiya Higashimoto"
"9782290078563","Apprendre à apprendre",,,,,"2022-08-28 15:20:19.879492","2022-08-28 15:20:19.879492","Apprendre efficacement et intelligemment, d’accord, mais comment s’y prend-on ? Bien se connaître et tirer les enseignements de ses erreurs sont les deux préalables essentiels pour s’organiser et acquérir une méthode infaillible. II faut également savoir où l’on va, poser calmement les problèmes pour pouvoir les résoudre, et tenir compte de sa forme... Grâce à de nombreux-exemples et conseils, enrichi de suppléments pour faire fructifier ses connaissances, mener des travaux de longue haleine et rebondir en cas de revers, ce guide permet de mieux appréhender ses études et de gagner bien du temps. Un outil complet qui vous accompagnera lors de tous vos concours et de votre vie scolaire, indispensable à ceux qui veulent se donner les moyens de réussir.","André Giordan, Jérôme Saltet"
"9782070577132","Les disparus de Saint-Agil",,,,,"2022-08-28 15:33:25.695015","2022-08-28 15:33:25.695015","Le dortoir de la pension Saint-Agil. Mathieu, n°95 pour ses amis, ne dort pas. Pas de surveillant en vue, vite, Mathieu gagne la salle de sciences où veille le squelette Martin. C'est le repaire de la société secrète des Chiche-Capon dont il fait partie avec le n°22 et le n°7. Leurs trésors sont cachés là. Dont un gros cahier où ils consignent leurs exploits. Mais le lendemain, le n°95 disparaît...","Pierre Véry"
"9782954312590","Le fantôme de la tasse de thé",,,,,"2022-08-28 15:41:34.957633","2022-08-28 15:41:34.957633","Un samouraï voulant se désaltérer, avale un fantôme et se retrouve maudit. Dans quelques jours, le fantôme reviendra pour se venger... Ainsi s'achève brusquement cette légende, consignée en 1904 par Lafcadio Hearn dans son livre Kwaïdan, sous le titre ""In a cup of tea"". Trois auteurs français imaginent la suite de ce récit japonais inachevé. Chacun offre une suite possible, nous transportant du Japon féodal au Japon contemporain.","Lafcadio Hearn, Naïma M Zimmermann, Jean-Philippe Depotte, Jérôme Noirez"
"9782501144209","Jouissance Club",,,,,"2022-08-28 15:40:44.825698","2022-08-28 16:40:39.339757","Vous avez l’impression de passer à côté de votre sexualité  ? Pas de panique, Jüne du compte Instragram Jouissance Club fait souffler un vent de fraîcheur et d’espoir en proposant un manuel d’éducation sexuelle promouvant le plaisir accessible à tous,  femme, homme, non-binaire, hétéro, homo, bi, etc  ! Elle propose de mettre de côté la pénétration pour se concentrer sur les 1001 façons de se donner du plaisir autrement, de manière décomplexée, jubilatoire et bienveillante. A l’aide de nombreux schémas sobres et élégants, elle propose une cartographie des multiples zones qui procurent du plaisir  et un inventaire des mouvements orgasmiques.","Jüne Plã"
"9782505086499","Yawara - Tome 3",,,1,,"2022-07-11 21:09:06.947566","2023-02-11 18:12:42.712906",,"Naoki Urasawa"
"9782723443791","Blame - Tome 09",,,,"Blame","2022-08-25 17:08:10.977971","2022-08-28 12:20:15.484274","Killy est un cyborg taciturne qui erre dans une gigantesque cité labyrinthique s'étendant sur des milliers de niveaux. Armé d'un revolver amplificateur de radiations et accompagné de Shibo, un scientifique, il part en quête d'un programme qui aurait échappé à la contamination globale d'un virus informatique et qui serait capable de gérer le monde.","Tsutomu Nihei"
"9791032701669","Isabella Bird - Femme exploratrice - Tome 1",,,,"Isabella Bird - Femme exploratrice","2022-08-25 17:01:21.683322","2022-08-28 12:46:07.157924","A la fin du xixe siècle, le Japon s'ouvre au monde et s'occidentalise à marche forcée. Mais le pays reste un vrai mystère pour la plupart des Européens, ce qui en fait une destination de choix pour la célèbre exploratrice anglaise Isabella Bird ! Malgré son jeune âge, elle est déjà connue pour ses écrits sur les terres les plus sauvages. Isabella ne choisit jamais les chemins les plus faciles et, cette fois encore, elle étonne son entourage par son objectif incongru : Ezo, le territoire des Aïnous, une terre encore quasi inexplorée aux confins de l'archipel... Le voyage s'annonce long et difficile, mais rien n'arrête la pétillante jeune femme ! Accompagnée de son guide-interprète, le stoïque M. Ito, la jeune femme parcourt un pays en plein bouleversement. Dans ses lettres quotidiennes à sa soeur, elle narre avec sincérité et force détails la suite de chocs culturels qu'elle expérimente. Elle veut tout voir, tout essayer, quitte à endurer chaleur, fatigue, maladie ainsi que les sarcasmes de ses pairs ! Lancez-vous à la découverte d'un Japon traditionnel désormais disparu à travers les yeux de l'intrépide Isabella Bird ! Basé sur les écrits réels de l'aventurière, Isabella Bird, femme exploratrice est un récit passionnant sur la rencontre de deux mondes, dessiné avec un rare souci du détail par Taiga Sassa, nouveau talent prometteur !","Taiga Sassa"
"9782505016953","Psyren - Tome 11",,,,,"2022-08-28 12:37:12.319222","2022-08-28 12:46:07.157924","La règle du jeu est simple : survivre ! Kagetora, Ran et Haruhiko se rendent à l'orphelinat Harukaze dans l'espoir d'y trouver des informations sur Miroku Amagi. Mais ils tombent sur lunas, un futur star commander ! Kagetora et lunas commencent alors à s'affronter pour défendre leurs causes respectives, mais... Pendant ce temps, Miroku Amagi cherche à mener à bien une étape de son plan en lançant un défi à un homme extrêmement puissant !!","Toshiaki Iwashiro"
"9782330113551","Le problème à trois corps",,,,,"2022-08-25 17:25:28.765923","2022-08-25 17:25:28.765923","En pleine Révolution culturelle, le pouvoir chinois construit une base militaire secrète destinée à abriter un programme de recherche de potentielles civilisations extraterrestres. Ye Wenjie, une jeune astrophysicienne en cours de ""rééducation"", parvient à envoyer dans l'espace un message contenant des informations sur la civilisation humaine. Le signal est intercepté par les Trisolariens, qui s'apprêtent à abandonner leur planète mère, située à quatre années-lumière de la Terre et menacée d'un effondrement gravitationnel provoqué par les mouvements chaotiques des trois soleils de son système. En raison de la distance, Ye Wenjie met près de huit ans à recevoir la réponse des Trisolariens. Elle tient désormais entre ses mains rien de moins que le destin de l'espèce humaine. Hugo 2015 du meilleur roman, Le Problème à trois corps est le premier volume d'une trilogie culte d'une ambition folle.","Cixin Liu"
"9782070612574","Le roi Arthur",,,,,"2022-08-28 15:33:41.631339","2022-08-28 15:33:41.631339","Dans cette adaptation du texte de Chrétien de Troyes, le roi Arthur, transporté à travers le temps, raconte son histoire à un jeune garçon du XXIe siècle.","Michael Morpurgo, Michael Foreman, Noël Chassériau"
"9782505083030","Anthology",,,,,"2022-08-28 12:03:33.573746","2022-08-28 16:24:03.316131","Recueil de treize histoires courtes mettant en scène les humains et leurs émotions.","Inio Asano"
"9782820900005","The Breaker",,,,,"2022-08-28 11:58:33.529888","2022-08-28 11:58:33.529888",,"Geuk-Jin Jeon, Jin-Hwan Park"
"9791095397007","Kokekokko !",,,,,"2022-08-28 15:06:21.307628","2023-02-11 18:25:40.457186","16 dessinateurs franc?ais, 16 expe?riences du Japon. Qu'ils soient expatrie?s depuis de nombreuses anne?es ou partis quelques semaines a? la de?couverte du pays du soleil levant, accompagnez-les dans cette carte blanche de 320 pages de bandes dessine?es ou? se me?lent re?cits de voyages, rencontres insolites et vie quotidienne (bien loin d'e?tre zen et de tout repos).","AA.VV."
"9782290158074","Discours de la servitude volontaire",,,,,"2022-08-28 15:21:26.016185","2022-08-28 16:24:03.316131","Étienne de La Boétie, écrit le Discours de la servitude volontaire alors qu'il n'a que 18 ans. Grand ami de Montaigne, il est un humaniste et un penseur précoce. Dans cet essai, La Boétie analyse les raisons de la soumission de la population et démontre que la servitude n'est pas forcée mais volontaire. Sinon, comment comprendre qu'un petit nombre d'individus prenne le pouvoir sur un très grand nombre et les oblige à obéir servilement ? Par sa remise en cause du pouvoir et des ""tyrans"", de la légitimité des gouvernants, ce texte est d'une actualité étonnante. La Boétie est aujourd'hui considéré par beaucoup comme un précurseur intellectuel de la désobéissance civile. Daniel Mesguich nous donne à entendre toute l'intelligence et la force de ce texte fondateur. Claude Colombini Frémeaux. Lorsque vous achetez ce titre, le fichier PDF qui l'accompagne sera disponible dans votre confirmation d'achat envoyée par mail ainsi que dans votre bibliothèque, depuis votre ordinateur. ","Étienne de La Boétie"
"9782811623098","Forget sorrow",,,,,"2022-08-28 12:00:10.912852","2022-08-28 12:00:10.912852","Belle Yang est une citoyenne américaine indépendante qui a grandi en Californie. Malgré des études brillantes, elle se voit forcée de retourner chez ses parents pour fuir un fiancé violent et maniaque. Très éprouvée moralement, c’est dans les récits de son père retraçant toute l’histoire de leur famille et de leurs racines qu’elle va trouver refuge. Au coeur de cette épopée familiale qui traverse toute l’histoire chinoise du XXe siècle, les destins s’imbriquent comme des poupées russes et font écho au vécu de Belle, que son père a surnommée « L’Oubli du chagrin «.","Belle Yang"
"9782413005056","L'histoire des 3 Adolf Intégrale - Tome 1",,,,,"2022-08-28 12:12:38.115834","2022-08-28 16:40:39.339757","Dans le cadre du 90e anniversaire d'Osamu Tezuka, Delcourt/ Tonkam ressort, dans une prestigieuse édition double, L'histoire des 3 Adolf, oeuvre emblématique du célèbre mangaka !Berlin 1936. Hitler est au pouvoir depuis trois ans. Les Jeux Olympiques d'été sont pour lui l'occasion de conforter une dictature funeste. Sohei Togué est un journaliste sportif qui vient couvrir les Jeux et, par la même occasion, retrouver son frère Isao. Lorsqu'il le retrouve ce dernier est très angoissé. Il détient, dit-il, un terrible secret qui pourrait ébranler jusqu'à Hitler lui-même. Quand Sohei se rend chez son frère, il le retrouve assassiné.","Osamu Tezuka"
"9782012027053","Tomorrow, quand la guerre a commencé - Tome 1 : Apocalypse",,,,,"2022-08-28 15:41:39.510138","2022-09-02 07:47:06.818519","Sept amis partent à l'aventure dans le bush australien. Direction : un lieu-dit nommé Hell, l'«enfer». Mais c'est à leur retour qu'ils découvrent le véritable enfer. Chaos, dévastation - leur ville a été prise en otage par des militaires, leurs familles ont disparu. Ils n'ont plus le choix. Pour survivre, tous doivent se mettre en guerre contre un ennemi inconnu, invisible, insaisissable.","John Marsden"
"9782382880296","Solo Leveling - Tome 1",,,,,"2022-08-28 12:01:07.950835","2023-02-11 18:12:42.712906"," Lorsque d'étranges portails sont apparus aux quatre coins du monde, l'humanité a dû trouver une parade pour ne pas être massacrée par les monstres qui en sortent. Simultanément, certaines personnes ont développé des capacités permettant de les tuer. Ces chasseurs intrépides foncent au coeur des donjons pour combattre les créatures qu'ils abritent ! Suivez Jinwoo, le plus faible de tous les chasseurs, qui se réveille doté d'une interface virtuelle lui permettant de passer des niveaux pour devenir plus fort !","Dubu"
"9782360811908","Saisi par la nuit",,,,"Saisi par la nuit : Oeuvres 1975-1981","2022-08-28 11:59:52.811366","2023-02-11 18:17:18.638079","Né en 1937 à Tokyo, Yoshtham Tsuge connaît une enfance difficile marquée par la pauvreté. Quittent l'école à quatorze ans, il enchaîne les petits boulots et cherche à échapper à son milieu familial, fuyant la violence d'un beau-père qu'il exècre. A dix-huit ans, il entame une carrière de mangaka en réalisant des histoires pour les librairies de prêt qui fleurissent dans le Japon d'après-guerre - un système aujourd'hui disparu à mi-chemin entre bibliothèque et librairie : A cette époque, on reconnait dans son style l'influence d'Osamu Tezuka, ainsi que celle du gekiga, un mouvement tout juste créé sous l'impulsion de Yoshihiro Tatsumi, qui souhaite faire évoluer le manga vers des sujets plus réalistes. L'originalité de son écriture le fait rapidement, remarquer et il est contacté en 1965 par Katsuichi Nagai, le fondateur du légendaire magazine Garo. Il commence à publier dans la revue la même année. Les premières réactions des lecteurs sont négatives. Sujet à la dépression, Tsuge publie peu et devient l'assistant de Shigem Mizuki. Cette collaboration lui redonne de l'assurance. En 1968, sa nouvelle Neji ""La vis"", dans laquelle il relate un de ses rêves, maque profondément les esprits et devient un classique instantané. Son style évolue vite et se construit autour d'une inspiration hybride, qui méfie registre intime et forme onirique. Il donne ainsi naissance à un nouveau genre proche de l'auto-fiction. Sa production se ralentit au cours des années 1980 et il cesse de publier après L'homme sans talent (Atrabile). L'intérêt pour l'oeuvre de ce génie ne s'est cependant jamais affaibli et il reste l'une des figures majeures de son art. En 1975, Yoshtharu Tsuge a considérablement réduit son rythme de parution et il ne publie plus qu'au compte-gouttes. Il voudrait pouvoir quitter le milieu du manga. Il rêve de changer de métier, il se voit devenir bouquiniste ou brocanteur. Son mariage et la naissance de son fils l'ont recentré sur son foyer et il se contente des droits d'auteur qu'il perçoit depuis son départ de Garo ; il se plaît dans une forme de dilettantisme. Mais alors qu'il approche de la quarantaine, la dépression le gagne progressivement. Lorsqu'il apprend que sa femme est atteinte d'un cancer, il bascule dans une intense détresse et se retire de la vie publique, assailli par des ténèbres intimes. La nécessité le pousse cependant à reprendre le travail. Mais son inspiration est entravée par son état émotionnel. Il se tourne alors vers les recettes qui ont fait son succès : les carnets de voyage, les croquis du quotidien et les récits oniriques. Il parvient toutefois à éviter la répétition, renouvelant ses procédés et poursuivant la recherche d'authenticité qui le guide. Tsuge, même dans ce moment d'extrême abattement, ne perd rien de son exigence. Une nouvelle fois, Tsuge se montre imprévisible et démontre le caractère insaisissable d'un talent en perpétuelle mutation. Alors que la noirceur le submerge et que les visions cauchemardesques semblent sur le point de dominer son oeuvre, il surprend encore en livrant des récits à la légèreté délicieuse, que lui-même ne pensait pas être en capacité de produire. De manière plus discrète, Tsuge entreprend de boucler les cycles qu'il avait entamés des années auparavant, dans un accomplissement esthétique qui laisse admiratif. ","Yoshiharu Tsuge"
"9782845801158","Vagabond - Tome 2",,,,,"2022-08-28 11:58:42.13422","2022-08-28 12:16:32.062116","Echec, trahison, tourments, désillusions... Devant un Takezo aux abois paraît un moine extraordinaire.","Eiji Yoshikawa, Takehiko Inoué"
"9782915517958","Opus - Tome 1",,,,,"2022-08-28 12:01:58.719835","2022-08-28 12:46:07.157924","Le dessinateur Chikara Nagai, en manque d'inspiration, peine à terminer son manga. La veille de la remise des planches à son imprimeur, il est happé à l'intérieur de son propre dessin. Son personnage, Satoko, a compris qu'il avait l'intention de le tuer et entend bien bouleverser le cours des choses. Mise en abyme de la bande dessinée elle même, ce manga pose la question du statut de l'auteur et de la nature de sa main-mise sur son oeuvre.","Satoshi Kon"
"9782505002727","Mushishi - Tome 06",,,,,"2022-08-28 11:57:33.017349","2022-08-28 12:46:07.157924",,"Yuki Urushibara"
"9782957052400","Cannes, de la mer aux étoiles",,,,,"2022-08-28 15:06:58.175337","2022-08-28 15:06:58.175337",,"Éric Pailharey"
"9782505017370","Bonne nuit Punpun - Tome 09",,,,,"2022-08-28 12:06:10.438519","2022-08-28 12:46:07.157924","Pour Punpun et Sashi, l’heure du verdict approche avec leur rendez-vous chez l’éditeur. L’occasion d’un profond débat sur le manga, alors que Shiki et Shimizu essayent de continuer de mener leur vie en dépit des réminiscences du passé. En parallèle, le représentant de la secte Pegasus, Toshiki Hoshikawa se présente comme candidat au poste de gouverneur de Tokyo. Quel sens donner aux évènements de la vie ?","Inio Asano"
